A,B,C,D,E,F,G,H,I,J,K,L,M
-4.595459571,-0.168679221,4.67988162,22.39543208,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,22.91997258,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-20.02903443,-0.168679221,-0.824913017,14.90284886,6.158764399,-1.175137692,11.4604415,3.760240306,14.43957834,30.43104856,8.559909462,7.789613405,0
-1.288206846,-0.168679221,3.907661871,19.1846515,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,6.294395565,4.115453421,10.05965447,3.797942922,11.9732875,13.19005593,8.768004616,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.813564288,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.03961524,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,23.09186954,5.300374864,4.115453421,10.05965447,3.833097127,10.28052523,22.57032907,8.284221895,4.833814578,0
-11.19856853,-0.168679221,4.67988162,26.20628283,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-11.2999585,-0.168679221,0.842441916,13.97117235,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.32729568,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.822229155,-0.168679221,4.67988162,21.76896925,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.981280741,4.115453421,10.05965447,3.955395968,11.02958446,13.19005593,8.700357392,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.852312768,10.28052523,34.18068764,8.588103409,4.833814578,0
-3.993764135,-0.168679221,4.67988162,25.74941592,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,21.42217888,5.300374864,4.115453421,10.05965447,3.864711367,10.28052523,13.19005593,8.735918057,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.97773599,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.27587362,-0.168679221,4.67988162,22.22817952,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.70724674,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,23.756992,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,24.42161396,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.57017783,-0.168679221,4.67988162,24.0156267,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.337358442,2.293959168,15.63309683,5.929862332,3.013064342,10.05965447,3.832436944,12.31010969,31.79621184,8.6632246,9.495196804,0
-12.02825835,-0.168679221,4.67988162,26.30372371,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,13.19005593,8.782474526,4.833814578,0
-4.595459571,-0.168679221,2.293959168,16.27855776,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.40386194,-0.168679221,4.67988162,22.5907291,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.18524251,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,6.389300783,4.115453421,10.05965447,3.864711367,11.02958446,13.19005593,8.991568501,4.833814578,0
-7.30101686,-0.168679221,4.67988162,26.31408385,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.168679221,4.67988162,22.30975661,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.2860052,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.98752827,-0.168679221,4.67988162,23.48418008,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,3.35976324,20.41852532,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.74015886,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.30101686,-0.168679221,4.67988162,23.7423202,5.300374864,4.115453421,10.05965447,3.895862186,10.28052523,13.19005593,8.891868164,4.833814578,0
-1.288206846,-0.168679221,3.907661871,16.90730562,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.22959069,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,22.02530188,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,23.04503867,5.300374864,4.115453421,10.05965447,3.915573968,10.28052523,13.19005593,9.027139033,4.833814578,0
-5.116671866,-0.168679221,4.67988162,23.67476479,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,25.614433,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.57017783,-0.168679221,4.67988162,21.84267044,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,24.32203553,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,22.35559564,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,21.88619629,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.34707173,-0.168679221,4.67988162,26.10906846,5.300374864,3.013064342,10.05965447,3.910791937,10.28052523,13.19005593,8.883645895,11.82332778,0
-13.10941923,-0.168679221,-1.860243987,13.9496564,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,16.22604403,8.650701178,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.899111947,10.28052523,13.19005593,8.839433684,4.833814578,0
-3.282109481,-0.168679221,4.67988162,21.89352171,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,3.907661871,14.5326461,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.70868072,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,21.82435156,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.238756021,-0.168679221,4.67988162,23.73243237,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,23.11953612,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.73082562,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,3.35976324,16.93283258,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,26.26219764,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,26.38245587,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,2.293959168,15.9714798,5.300374864,4.115453421,10.05965447,3.895862186,10.28052523,13.19005593,8.710358335,4.833814578,0
-7.570316327,-0.168679221,4.67988162,26.69620312,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,21.80409509,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.37269772,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,25.71949684,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.576413692,-0.168679221,4.67988162,26.56030568,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,24.40318377,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.570316327,-0.168679221,4.67988162,24.59064667,5.300374864,4.115453421,10.05965447,3.892853377,10.28052523,13.19005593,8.876180551,4.833814578,0
-1.288206846,-0.168679221,3.907661871,15.13520989,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,26.38221634,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,25.99067011,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.23576568,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.835850747,10.28052523,25.9546436,8.589735106,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.31349133,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,9.026863896,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.63342231,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.576413692,-0.168679221,4.67988162,21.91792497,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.26735024,3.907661871,18.0163647,5.754993988,4.115453421,10.05965447,3.899111947,11.02958446,26.6061559,8.538560252,4.833814578,0
-3.282109481,-0.168679221,4.67988162,24.33227112,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,10.77479813,0
-3.993764135,-0.168679221,2.587543491,14.39751292,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,21.94151715,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.26735024,4.67988162,12.61636491,5.561211224,4.115453421,10.05965447,3.783489808,11.02958446,40.52497268,8.217293787,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.997293201,4.833814578,0
-19.02202249,-0.168679221,3.907661871,18.03124098,6.406465421,3.013064342,10.05965447,3.822598935,12.84157568,13.19005593,9.003782675,11.51289256,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.876391356,10.28052523,13.19005593,9.019898611,4.833814578,0
-3.282109481,-0.168679221,4.67988162,21.97198765,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,21.50287593,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.51920589,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.49721694,-0.168679221,4.67988162,24.58826725,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.956717246,4.833814578,0
-7.30101686,-0.168679221,4.67988162,23.50879586,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,10.3572146,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.784306576,4.833814578,0
-7.570316327,-0.168679221,4.67988162,22.18078211,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.337358442,2.587543491,16.45558983,5.597215577,4.115453421,10.05965447,3.867720175,11.56105045,32.39554505,8.31744616,4.833814578,0
-5.98766677,-0.168679221,4.67988162,21.41322077,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,8.950959396,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.59039882,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,26.15732872,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.49973864,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,26.14903121,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,21.97518765,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,2.587543491,13.86552288,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.73720878,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,25.96823328,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,2.934780045,19.83066679,5.300374864,3.013064342,10.67951261,3.971857989,10.28052523,13.19005593,8.214382844,8.492091473,0
-9.864620539,-0.168679221,4.67988162,24.3377151,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,24.32416493,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.794399089,4.833814578,0
-6.359690431,-0.168679221,4.67988162,25.96781743,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,25.96069385,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.88605194,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.71730894,-0.168679221,4.67988162,22.27480882,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.79678378,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,22.72776167,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.98752827,-0.168679221,3.907661871,20.41566171,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.957727406,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.19161271,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.40386194,-0.168679221,4.67988162,24.34653671,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,2.587543491,18.89930747,5.300374864,4.115453421,10.05965447,3.906514264,10.28052523,13.19005593,8.680407844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,25.07912007,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.99020167,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.927253958,10.28052523,13.19005593,8.716070853,4.833814578,0
-2.411114577,-0.168679221,4.67988162,25.68280145,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.67154009,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.78121809,-0.168679221,4.67988162,25.23841046,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,9.013445273,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.30325489,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.168679221,2.03964486,20.3145149,6.205040507,4.115453421,10.05965447,3.757358126,13.59063492,32.39554505,8.258586174,4.833814578,0
-8.693224059,-0.168679221,4.67988162,21.99565733,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.36654666,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.883666418,-0.168679221,4.67988162,26.03029778,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,3.907661871,15.89568332,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,22.35810689,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-15.09071024,-0.168679221,-0.540125607,13.88348167,5.300374864,2.230906843,10.67951261,3.884970577,10.28052523,27.76038501,8.22725272,8.510469337,0
-10.40386194,-0.168679221,4.67988162,25.09577261,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,8.782775826,4.833814578,0
-3.282109481,-0.168679221,4.67988162,24.2914622,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-18.48892801,-0.729019464,-3.299434152,12.71728459,5.305101359,2.230906843,10.05965447,3.696567798,15.22076721,58.98382544,8.21748877,10.52469085,0
-3.282109481,-0.168679221,4.67988162,24.04195768,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.26553822,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.0230903,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,26.26753417,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.281970981,-0.168679221,4.67988162,22.98593476,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.00657415,-0.168679221,4.67988162,25.7693229,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.30101686,-0.168679221,4.67988162,24.35707435,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.30101686,-0.168679221,4.67988162,22.27493684,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.44205714,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,25.81083693,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,2.03964486,14.52241006,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.84910318,-0.168679221,4.67988162,23.11220716,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,22.33488548,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,16.22604403,8.477946645,4.833814578,0
-6.699321424,-0.168679221,4.67988162,26.30240916,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-10.27587362,-0.168679221,3.907661871,18.0860623,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-15.65432445,-0.168679221,-0.413110001,14.22413638,5.300374864,4.115453421,10.05965447,3.859289947,10.28052523,25.9546436,8.316662749,4.833814578,0
-5.576413692,-0.168679221,4.67988162,23.0441304,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.846414767,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.28497311,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,23.73678747,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,23.74458174,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.576413692,-0.168679221,4.67988162,24.04416734,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,24.36133241,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.899111947,10.28052523,13.19005593,8.744694314,4.833814578,0
